2017 4 23,"<r>23 D   †) Sf. M. Mc. Gheorghe, Purtătorul de biruinţă; Sf. Mc. Valerie <br><b>Duminica a II-a după Paști</b>	(a Sf. Ap. Toma); Ap. Fapte XII, 1-11; Fapte V, 12-20; Ev. Ioan XV, 17-27; XVI, 1-2; Ioan XX, 19-31; glas 1, voscr. 1</r>"
2017 4 24,"24 L   <a>†) Sf. Ier. Mărt.: Ilie Iorest, Sava Brancovici şi Simion Stefan, Mitr. Transilvaniei; Sf. Ier. Iosif Mărt. din Maramureş; Sf. Mc. Pasicrat şi Valentin din Durostorum;</a> Sf. Cuv. Elisabeta"
2017 4 25,"25 M   Sf. Ap. şi Ev. Marcu; <a>†) Sf. Cuv. Vasile de la Poiana Mărului</a>"
2017 4 26,"26 M   Sf. Mc. Vasile, Ep. Amasiei; Sf. Glafira; <a>Sf. Mc. Chiril, Chindeu si Tasie din Axiopolis (Cernavodă)</a>	(Dezlegare la peşte)"
2017 4 27,"27 J   Sf. Sfinţit Mc. Simeon, ruda Domnului; Sf. Ap. Aristarh, Marcu şi Zinon"
2017 4 28,"28 V   Sf. Ap. Iason şi Sosipatru; <a>Sf. Mc. Maxim, Cvintilian şi Dadas din Ozovia</a>	(Dezlegare la peşte)"
2017 4 29,"29 S   Sf. 9 Mc. din Cizic; Sf. Cuv. Memnon Mărt."
2017 4 30,"<r>30 D   Sf. Ap. Iacob, fiul lui Zevedeu; Sf. Ier. Donat, episcopul Evriei <br><b>Duminica a III-a după Paști</b>	(a Mironosițelor); Ap. Fapte VI, 1-7; Ev. Marcu XV, 43-47; XVI, 1-8; glas 2, voscr. 4</r>"

2017 5 1,"1 L   Sf. Prooroc Ieremia; Sf. Cuv. Mc. Eftimie, Ignatie şi Acachie; Sf. Cuv. Isidora"
2017 5 2,"2 M   Aducerea moaştelor Sf. Atanasie cel Mare; <a>†) Sf. Ier. Atanasie al III-lea (Patelarie), patriarhul Constantinopolului</a>"
2017 5 3,"3 M   <a>†) Sf. Cuv. Irodion de la Lainici;</a> Sf. Mc. Timotei şi soţia sa Mavra; Sf. Mc. Diodor şi Rodopian, diac.; Sf. Cuv. Teodosie (Dezlegare la peşte)"
2017 5 4,"4 J   Sf. Mc. Pelaghia; Sf. Cuv. Valerian şi Nichifor"
2017 5 5,"5 V   Sf. M. Mc. Irina; Sf. Mc. Neofit, Gaie şi Gaian	(Dezlegare la peşte)"
2017 5 6,"6 S   Sf. şi Dreptul Iov; Sf. Cuv. Mamant, Pahomie şi Ilarion"
2017 5 7,"<r>7 D   Arătarea semnului Sf. Cruci pe cer la Ierusalim; Sf. Mc. Acachie şi Codrat <br><b>Duminica a IV-a după Paști</b>	(a slăbănogului de la Vitezda); Ap. Fapte IX, 32-42; Ev. Ioan V, 1-15; glas 3, voscr. 5</r>"
2017 5 8,"8 L   †) Sf. Ap. şi Ev. Ioan; Sf. Cuv. Arsenie cel Mare; Sf. Emilia"
2017 5 9,"9 M   Aducerea moaştelor Sf. Ier. Nicolae la Bari; Sf. Prooroc Isaia; Sf. Mc. Hristofor"
2017 5 10,"10 M   Sf. Ap. Simon Zilotul; Sf. Cuv. Isihie Mărt. şi Lavrentie	(Înjumătățirea praznicului Învierii Domnului) (Dezlegare la peşte)"
2017 5 11,"11 J   Sf. Sfinţit Mc. Mochie; Sf. Chiril şi Metodie, apostolii slavilor"
2017 5 12,"12 V   <a>†) Sf. Mc. Ioan Valahul;</a> Sf. Epifanie, Arhiep. Ciprului; Sf. Gherman, Patr. Constantinopolului	(Dezlegare la peşte)"
2017 5 13,"13 S   Sf. Mc. Glicheria; Sf. Cuv. Serghie Mărt."
2017 5 14,"<r>14 D   Sf. Mc. Isidor; Sf. Sfinţit Mc. Terapont <br><b>Duminica a V-a după Paști</b>	(a Samarinencii); Ap. Fapte XI, 19-30; Ev. Ioan IV, 5-42; glas 4, voscr. 7</r>"
2017 5 15,"15 L   Sf. Cuv. Pahomie cel Mare; Sf. Cuv. Ahile, Ep. Larisei"
2017 5 16,"16 M   Sf. Cuv. Teodor cel Sfinţit; Sf. Mc. Isachie, Simeon şi Petru"
